series_code,price_date,value
SALMON_NOK_KG,2024-10-02,82.442955
SALMON_NOK_KG,2024-10-03,82.600595
SALMON_NOK_KG,2024-10-04,84.618810
SALMON_NOK_KG,2024-10-05,84.183503
SALMON_NOK_KG,2024-10-06,85.191775
SALMON_NOK_KG,2024-10-07,86.206707
SALMON_NOK_KG,2024-10-08,86.777246
SALMON_NOK_KG,2024-10-09,86.044414
SALMON_NOK_KG,2024-10-10,86.381408
SALMON_NOK_KG,2024-10-11,87.471998
SALMON_NOK_KG,2024-10-12,87.985122
SALMON_NOK_KG,2024-10-13,87.392215
SALMON_NOK_KG,2024-10-14,88.520649
SALMON_NOK_KG,2024-10-15,86.611440
SALMON_NOK_KG,2024-10-16,84.330366
SALMON_NOK_KG,2024-10-17,85.050597
SALMON_NOK_KG,2024-10-18,85.561883
SALMON_NOK_KG,2024-10-19,87.012696
SALMON_NOK_KG,2024-10-20,87.411797
SALMON_NOK_KG,2024-10-21,87.732419
SALMON_NOK_KG,2024-10-22,88.430158
SALMON_NOK_KG,2024-10-23,87.666016
SALMON_NOK_KG,2024-10-24,89.917018
SALMON_NOK_KG,2024-10-25,90.444603
SALMON_NOK_KG,2024-10-26,90.228198
SALMON_NOK_KG,2024-10-27,91.023190
SALMON_NOK_KG,2024-10-28,92.250520
SALMON_NOK_KG,2024-10-29,92.270880
SALMON_NOK_KG,2024-10-30,89.183876
SALMON_NOK_KG,2024-10-31,88.491886
SALMON_NOK_KG,2024-11-01,87.256940
SALMON_NOK_KG,2024-11-02,85.877847
SALMON_NOK_KG,2024-11-03,85.539939
SALMON_NOK_KG,2024-11-04,86.262825
SALMON_NOK_KG,2024-11-05,87.898513
SALMON_NOK_KG,2024-11-06,88.637649
SALMON_NOK_KG,2024-11-07,88.048363
SALMON_NOK_KG,2024-11-08,86.962459
SALMON_NOK_KG,2024-11-09,86.099331
SALMON_NOK_KG,2024-11-10,85.744583
SALMON_NOK_KG,2024-11-11,88.245505
SALMON_NOK_KG,2024-11-12,87.529811
SALMON_NOK_KG,2024-11-13,89.000246
SALMON_NOK_KG,2024-11-14,90.250090
SALMON_NOK_KG,2024-11-15,90.014479
SALMON_NOK_KG,2024-11-16,90.656641
SALMON_NOK_KG,2024-11-17,90.934808
SALMON_NOK_KG,2024-11-18,90.801658
SALMON_NOK_KG,2024-11-19,89.691651
SALMON_NOK_KG,2024-11-20,88.831716
SALMON_NOK_KG,2024-11-21,90.463777
SALMON_NOK_KG,2024-11-22,88.885387
SALMON_NOK_KG,2024-11-23,90.948240
SALMON_NOK_KG,2024-11-24,91.560741
SALMON_NOK_KG,2024-11-25,92.960815
SALMON_NOK_KG,2024-11-26,92.978932
SALMON_NOK_KG,2024-11-27,94.985823
SALMON_NOK_KG,2024-11-28,96.371077
SALMON_NOK_KG,2024-11-29,98.392842
SALMON_NOK_KG,2024-11-30,98.865299
SALMON_NOK_KG,2024-12-01,97.145223
SALMON_NOK_KG,2024-12-02,96.246973
SALMON_NOK_KG,2024-12-03,98.434032
SALMON_NOK_KG,2024-12-04,97.710019
SALMON_NOK_KG,2024-12-05,99.117626
SALMON_NOK_KG,2024-12-06,100.336354
SALMON_NOK_KG,2024-12-07,98.703686
SALMON_NOK_KG,2024-12-08,97.687454
SALMON_NOK_KG,2024-12-09,97.914561
SALMON_NOK_KG,2024-12-10,97.716954
SALMON_NOK_KG,2024-12-11,99.128388
SALMON_NOK_KG,2024-12-12,98.415904
SALMON_NOK_KG,2024-12-13,96.719924
SALMON_NOK_KG,2024-12-14,96.445301
SALMON_NOK_KG,2024-12-15,97.731180
SALMON_NOK_KG,2024-12-16,97.982930
SALMON_NOK_KG,2024-12-17,96.879935
SALMON_NOK_KG,2024-12-18,97.530008
SALMON_NOK_KG,2024-12-19,96.700518
SALMON_NOK_KG,2024-12-20,95.756523
SALMON_NOK_KG,2024-12-21,96.014457
SALMON_NOK_KG,2024-12-22,97.048367
SALMON_NOK_KG,2024-12-23,96.458632
SALMON_NOK_KG,2024-12-24,94.975529
SALMON_NOK_KG,2024-12-25,96.075701
SALMON_NOK_KG,2024-12-26,95.316367
SALMON_NOK_KG,2024-12-27,95.801745
SALMON_NOK_KG,2024-12-28,95.712604
SALMON_NOK_KG,2024-12-29,95.693682
SALMON_NOK_KG,2024-12-30,95.509412
SALMON_NOK_KG,2024-12-31,96.882279
SALMON_NOK_KG,2025-01-01,96.925224
SALMON_NOK_KG,2025-01-02,96.273242
SALMON_NOK_KG,2025-01-03,96.004654
SALMON_NOK_KG,2025-01-04,95.682648
SALMON_NOK_KG,2025-01-05,95.404739
SALMON_NOK_KG,2025-01-06,97.310085
SALMON_NOK_KG,2025-01-07,94.294584
SALMON_NOK_KG,2025-01-08,95.873031
SALMON_NOK_KG,2025-01-09,95.031269
SALMON_NOK_KG,2025-01-10,97.830259
SALMON_NOK_KG,2025-01-11,99.121998
SALMON_NOK_KG,2025-01-12,100.005508
SALMON_NOK_KG,2025-01-13,101.316145
SALMON_NOK_KG,2025-01-14,103.247241
SALMON_NOK_KG,2025-01-15,104.910023
SALMON_NOK_KG,2025-01-16,103.694368
SALMON_NOK_KG,2025-01-17,102.614370
SALMON_NOK_KG,2025-01-18,101.398577
SALMON_NOK_KG,2025-01-19,103.008898
SALMON_NOK_KG,2025-01-20,103.059708
SALMON_NOK_KG,2025-01-21,103.105106
SALMON_NOK_KG,2025-01-22,103.858300
SALMON_NOK_KG,2025-01-23,101.435616
SALMON_NOK_KG,2025-01-24,100.919658
SALMON_NOK_KG,2025-01-25,100.016840
SALMON_NOK_KG,2025-01-26,97.436631
SALMON_NOK_KG,2025-01-27,98.734795
SALMON_NOK_KG,2025-01-28,98.315368
SALMON_NOK_KG,2025-01-29,95.907303
SALMON_NOK_KG,2025-01-30,96.155325
SALMON_NOK_KG,2025-01-31,95.762312
SALMON_NOK_KG,2025-02-01,94.273698
SALMON_NOK_KG,2025-02-02,92.012199
SALMON_NOK_KG,2025-02-03,92.383955
SALMON_NOK_KG,2025-02-04,92.081933
SALMON_NOK_KG,2025-02-05,89.862478
SALMON_NOK_KG,2025-02-06,90.331980
SALMON_NOK_KG,2025-02-07,88.944432
SALMON_NOK_KG,2025-02-08,87.328310
SALMON_NOK_KG,2025-02-09,86.579963
SALMON_NOK_KG,2025-02-10,85.499620
SALMON_NOK_KG,2025-02-11,86.631661
SALMON_NOK_KG,2025-02-12,85.672287
SALMON_NOK_KG,2025-02-13,86.448053
SALMON_NOK_KG,2025-02-14,86.233370
SALMON_NOK_KG,2025-02-15,85.797101
SALMON_NOK_KG,2025-02-16,84.604731
SALMON_NOK_KG,2025-02-17,84.903634
SALMON_NOK_KG,2025-02-18,82.315298
SALMON_NOK_KG,2025-02-19,82.053370
SALMON_NOK_KG,2025-02-20,82.071576
SALMON_NOK_KG,2025-02-21,80.295688
SALMON_NOK_KG,2025-02-22,79.542224
SALMON_NOK_KG,2025-02-23,79.025577
SALMON_NOK_KG,2025-02-24,79.060151
SALMON_NOK_KG,2025-02-25,78.901289
SALMON_NOK_KG,2025-02-26,77.526460
SALMON_NOK_KG,2025-02-27,77.477873
SALMON_NOK_KG,2025-02-28,78.716272
SALMON_NOK_KG,2025-03-01,77.199109
SALMON_NOK_KG,2025-03-02,76.360160
SALMON_NOK_KG,2025-03-03,76.938304
SALMON_NOK_KG,2025-03-04,76.093688
SALMON_NOK_KG,2025-03-05,76.177000
SALMON_NOK_KG,2025-03-06,75.638717
SALMON_NOK_KG,2025-03-07,75.883426
SALMON_NOK_KG,2025-03-08,77.272516
SALMON_NOK_KG,2025-03-09,76.828871
SALMON_NOK_KG,2025-03-10,78.371200
SALMON_NOK_KG,2025-03-11,77.181670
SALMON_NOK_KG,2025-03-12,77.134854
SALMON_NOK_KG,2025-03-13,77.912051
SALMON_NOK_KG,2025-03-14,78.287919
SALMON_NOK_KG,2025-03-15,79.446679
SALMON_NOK_KG,2025-03-16,77.799937
SALMON_NOK_KG,2025-03-17,76.298862
SALMON_NOK_KG,2025-03-18,77.796950
SALMON_NOK_KG,2025-03-19,78.136350
SALMON_NOK_KG,2025-03-20,78.626933
SALMON_NOK_KG,2025-03-21,79.250573
SALMON_NOK_KG,2025-03-22,79.134244
SALMON_NOK_KG,2025-03-23,79.957621
SALMON_NOK_KG,2025-03-24,78.583777
SALMON_NOK_KG,2025-03-25,78.300379
SALMON_NOK_KG,2025-03-26,79.351402
SALMON_NOK_KG,2025-03-27,78.813878
SALMON_NOK_KG,2025-03-28,80.112940
SALMON_NOK_KG,2025-03-29,81.306678
SALMON_NOK_KG,2025-03-30,82.554706
SALMON_NOK_KG,2025-03-31,83.773605
SALMON_NOK_KG,2025-04-01,84.860349
SALMON_NOK_KG,2025-04-02,84.086654
SALMON_NOK_KG,2025-04-03,84.910411
SALMON_NOK_KG,2025-04-04,84.983273
SALMON_NOK_KG,2025-04-05,85.998178
SALMON_NOK_KG,2025-04-06,84.373603
SALMON_NOK_KG,2025-04-07,84.579119
SALMON_NOK_KG,2025-04-08,86.573321
SALMON_NOK_KG,2025-04-09,84.649842
SALMON_NOK_KG,2025-04-10,84.430246
SALMON_NOK_KG,2025-04-11,85.420527
SALMON_NOK_KG,2025-04-12,85.367199
SALMON_NOK_KG,2025-04-13,86.557940
SALMON_NOK_KG,2025-04-14,87.228235
SALMON_NOK_KG,2025-04-15,87.305373
SALMON_NOK_KG,2025-04-16,89.217324
SALMON_NOK_KG,2025-04-17,88.928869
SALMON_NOK_KG,2025-04-18,88.036116
SALMON_NOK_KG,2025-04-19,88.148012
SALMON_NOK_KG,2025-04-20,90.338481
SALMON_NOK_KG,2025-04-21,89.098427
SALMON_NOK_KG,2025-04-22,88.649779
SALMON_NOK_KG,2025-04-23,89.058121
SALMON_NOK_KG,2025-04-24,89.733689
SALMON_NOK_KG,2025-04-25,89.024131
SALMON_NOK_KG,2025-04-26,89.109152
SALMON_NOK_KG,2025-04-27,88.405761
SALMON_NOK_KG,2025-04-28,89.867497
SALMON_NOK_KG,2025-04-29,91.259239
SALMON_NOK_KG,2025-04-30,91.418340
SALMON_NOK_KG,2025-05-01,90.997597
SALMON_NOK_KG,2025-05-02,91.485017
SALMON_NOK_KG,2025-05-03,90.481858
SALMON_NOK_KG,2025-05-04,90.899177
SALMON_NOK_KG,2025-05-05,92.249798
SALMON_NOK_KG,2025-05-06,93.069899
SALMON_NOK_KG,2025-05-07,92.255581
SALMON_NOK_KG,2025-05-08,90.672052
SALMON_NOK_KG,2025-05-09,88.262149
SALMON_NOK_KG,2025-05-10,86.932265
SALMON_NOK_KG,2025-05-11,86.916910
SALMON_NOK_KG,2025-05-12,85.888356
SALMON_NOK_KG,2025-05-13,87.783405
SALMON_NOK_KG,2025-05-14,87.842528
SALMON_NOK_KG,2025-05-15,88.092400
SALMON_NOK_KG,2025-05-16,88.817112
SALMON_NOK_KG,2025-05-17,88.392253
SALMON_NOK_KG,2025-05-18,88.719889
SALMON_NOK_KG,2025-05-19,89.933040
SALMON_NOK_KG,2025-05-20,89.941355
SALMON_NOK_KG,2025-05-21,91.083042
SALMON_NOK_KG,2025-05-22,94.343182
SALMON_NOK_KG,2025-05-23,93.145010
SALMON_NOK_KG,2025-05-24,93.887999
SALMON_NOK_KG,2025-05-25,92.241547
SALMON_NOK_KG,2025-05-26,89.014141
SALMON_NOK_KG,2025-05-27,88.701051
SALMON_NOK_KG,2025-05-28,88.145667
SALMON_NOK_KG,2025-05-29,87.881656
SALMON_NOK_KG,2025-05-30,88.049691
SALMON_NOK_KG,2025-05-31,88.788351
SALMON_NOK_KG,2025-06-01,87.366401
SALMON_NOK_KG,2025-06-02,86.510125
SALMON_NOK_KG,2025-06-03,86.954210
SALMON_NOK_KG,2025-06-04,87.372689
SALMON_NOK_KG,2025-06-05,88.148631
SALMON_NOK_KG,2025-06-06,88.245346
SALMON_NOK_KG,2025-06-07,88.164635
SALMON_NOK_KG,2025-06-08,86.752562
SALMON_NOK_KG,2025-06-09,85.098720
SALMON_NOK_KG,2025-06-10,84.970329
SALMON_NOK_KG,2025-06-11,85.497391
SALMON_NOK_KG,2025-06-12,84.601945
SALMON_NOK_KG,2025-06-13,84.098562
SALMON_NOK_KG,2025-06-14,84.705732
SALMON_NOK_KG,2025-06-15,86.086517
SALMON_NOK_KG,2025-06-16,84.218624
SALMON_NOK_KG,2025-06-17,81.917842
SALMON_NOK_KG,2025-06-18,82.153788
SALMON_NOK_KG,2025-06-19,82.589027
SALMON_NOK_KG,2025-06-20,80.268070
SALMON_NOK_KG,2025-06-21,80.735069
SALMON_NOK_KG,2025-06-22,79.809051
SALMON_NOK_KG,2025-06-23,80.774699
SALMON_NOK_KG,2025-06-24,80.685873
SALMON_NOK_KG,2025-06-25,80.294369
SALMON_NOK_KG,2025-06-26,80.645243
SALMON_NOK_KG,2025-06-27,80.408513
SALMON_NOK_KG,2025-06-28,81.969671
SALMON_NOK_KG,2025-06-29,84.231942
SALMON_NOK_KG,2025-06-30,85.413046
SALMON_NOK_KG,2025-07-01,84.294884
SALMON_NOK_KG,2025-07-02,82.065880
SALMON_NOK_KG,2025-07-03,81.181413
SALMON_NOK_KG,2025-07-04,81.147964
SALMON_NOK_KG,2025-07-05,81.221395
SALMON_NOK_KG,2025-07-06,80.873883
SALMON_NOK_KG,2025-07-07,80.910149
SALMON_NOK_KG,2025-07-08,80.944626
SALMON_NOK_KG,2025-07-09,80.236020
SALMON_NOK_KG,2025-07-10,80.863077
SALMON_NOK_KG,2025-07-11,80.101866
SALMON_NOK_KG,2025-07-12,82.314318
SALMON_NOK_KG,2025-07-13,83.045869
SALMON_NOK_KG,2025-07-14,82.996366
SALMON_NOK_KG,2025-07-15,83.872509
SALMON_NOK_KG,2025-07-16,81.885844
SALMON_NOK_KG,2025-07-17,79.683764
SALMON_NOK_KG,2025-07-18,79.837637
SALMON_NOK_KG,2025-07-19,80.089839
SALMON_NOK_KG,2025-07-20,79.505670
SALMON_NOK_KG,2025-07-21,80.938020
SALMON_NOK_KG,2025-07-22,79.609727
SALMON_NOK_KG,2025-07-23,81.405049
SALMON_NOK_KG,2025-07-24,81.825068
SALMON_NOK_KG,2025-07-25,82.502121
SALMON_NOK_KG,2025-07-26,84.097493
SALMON_NOK_KG,2025-07-27,83.027866
SALMON_NOK_KG,2025-07-28,83.493723
SALMON_NOK_KG,2025-07-29,83.575335
SALMON_NOK_KG,2025-07-30,84.700601
SALMON_NOK_KG,2025-07-31,84.705076
SALMON_NOK_KG,2025-08-01,84.247119
SALMON_NOK_KG,2025-08-02,85.368704
SALMON_NOK_KG,2025-08-03,85.759298
SALMON_NOK_KG,2025-08-04,85.579053
SALMON_NOK_KG,2025-08-05,83.246293
SALMON_NOK_KG,2025-08-06,83.585990
SALMON_NOK_KG,2025-08-07,83.465300
SALMON_NOK_KG,2025-08-08,82.993470
SALMON_NOK_KG,2025-08-09,83.568704
SALMON_NOK_KG,2025-08-10,82.344464
SALMON_NOK_KG,2025-08-11,82.508978
SALMON_NOK_KG,2025-08-12,82.603185
SALMON_NOK_KG,2025-08-13,83.713904
SALMON_NOK_KG,2025-08-14,82.172485
SALMON_NOK_KG,2025-08-15,83.181295
SALMON_NOK_KG,2025-08-16,83.510572
SALMON_NOK_KG,2025-08-17,84.722415
SALMON_NOK_KG,2025-08-18,85.305235
SALMON_NOK_KG,2025-08-19,83.372366
SALMON_NOK_KG,2025-08-20,82.886629
SALMON_NOK_KG,2025-08-21,83.103382
SALMON_NOK_KG,2025-08-22,82.578750
SALMON_NOK_KG,2025-08-23,82.042935
SALMON_NOK_KG,2025-08-24,81.599425
SALMON_NOK_KG,2025-08-25,82.551777
SALMON_NOK_KG,2025-08-26,81.036747
SALMON_NOK_KG,2025-08-27,79.955959
SALMON_NOK_KG,2025-08-28,78.591121
SALMON_NOK_KG,2025-08-29,78.346696
SALMON_NOK_KG,2025-08-30,77.141973
SALMON_NOK_KG,2025-08-31,76.843569
SALMON_NOK_KG,2025-09-01,75.838107
SALMON_NOK_KG,2025-09-02,75.080691
SALMON_NOK_KG,2025-09-03,75.863287
SALMON_NOK_KG,2025-09-04,75.981767
SALMON_NOK_KG,2025-09-05,75.343093
SALMON_NOK_KG,2025-09-06,75.988922
SALMON_NOK_KG,2025-09-07,77.413743
SALMON_NOK_KG,2025-09-08,78.709991
SALMON_NOK_KG,2025-09-09,78.493638
SALMON_NOK_KG,2025-09-10,79.701885
SALMON_NOK_KG,2025-09-11,80.342315
SALMON_NOK_KG,2025-09-12,79.444770
SALMON_NOK_KG,2025-09-13,78.383869
SALMON_NOK_KG,2025-09-14,77.888378
SALMON_NOK_KG,2025-09-15,77.411411
SALMON_NOK_KG,2025-09-16,79.604966
SALMON_NOK_KG,2025-09-17,78.958353
SALMON_NOK_KG,2025-09-18,78.472019
SALMON_NOK_KG,2025-09-19,79.032849
SALMON_NOK_KG,2025-09-20,80.305248
SALMON_NOK_KG,2025-09-21,80.608842
SALMON_NOK_KG,2025-09-22,80.069666
SALMON_NOK_KG,2025-09-23,80.318238
SALMON_NOK_KG,2025-09-24,80.135605
SALMON_NOK_KG,2025-09-25,79.639535
SALMON_NOK_KG,2025-09-26,80.822342
SALMON_NOK_KG,2025-09-27,79.579832
SALMON_NOK_KG,2025-09-28,79.519973
SALMON_NOK_KG,2025-09-29,80.005136
SALMON_NOK_KG,2025-09-30,80.483860
SALMON_NOK_KG,2025-10-01,79.725427
SALMON_NOK_KG,2025-10-02,81.388989
SALMON_NOK_KG,2025-10-03,81.018826
SALMON_NOK_KG,2025-10-04,80.572886
SALMON_NOK_KG,2025-10-05,80.108931
SALMON_NOK_KG,2025-10-06,79.087690
SALMON_NOK_KG,2025-10-07,77.843782
SALMON_NOK_KG,2025-10-08,79.495181
SALMON_NOK_KG,2025-10-09,80.165009
SALMON_NOK_KG,2025-10-10,79.470071
SALMON_NOK_KG,2025-10-11,79.315723
SALMON_NOK_KG,2025-10-12,79.353907
SALMON_NOK_KG,2025-10-13,80.089592
SALMON_NOK_KG,2025-10-14,79.423399
SALMON_NOK_KG,2025-10-15,78.323393
SALMON_NOK_KG,2025-10-16,76.492698
SALMON_NOK_KG,2025-10-17,77.409234
SALMON_NOK_KG,2025-10-18,77.076355
SALMON_NOK_KG,2025-10-19,77.659413
SALMON_NOK_KG,2025-10-20,78.621232
SALMON_NOK_KG,2025-10-21,79.148321
SALMON_NOK_KG,2025-10-22,79.848833
SALMON_NOK_KG,2025-10-23,81.345815
SALMON_NOK_KG,2025-10-24,81.368765
SALMON_NOK_KG,2025-10-25,82.850849
SALMON_NOK_KG,2025-10-26,81.724957
SALMON_NOK_KG,2025-10-27,82.315799
SALMON_NOK_KG,2025-10-28,83.482255
SALMON_NOK_KG,2025-10-29,81.940072
SALMON_NOK_KG,2025-10-30,81.623149
SALMON_NOK_KG,2025-10-31,80.948614
SALMON_NOK_KG,2025-11-01,79.698855
SALMON_NOK_KG,2025-11-02,80.791916
SALMON_NOK_KG,2025-11-03,79.896116
SALMON_NOK_KG,2025-11-04,80.564414
SALMON_NOK_KG,2025-11-05,80.654298
SALMON_NOK_KG,2025-11-06,81.487597
SALMON_NOK_KG,2025-11-07,80.194183
SALMON_NOK_KG,2025-11-08,80.707866
SALMON_NOK_KG,2025-11-09,81.741064
SALMON_NOK_KG,2025-11-10,82.774400
SALMON_NOK_KG,2025-11-11,83.543885
SALMON_NOK_KG,2025-11-12,82.774066
SALMON_NOK_KG,2025-11-13,82.345201
SALMON_NOK_KG,2025-11-14,81.803193
SALMON_NOK_KG,2025-11-15,80.564555
SALMON_NOK_KG,2025-11-16,80.305829
SALMON_NOK_KG,2025-11-17,79.789316
SALMON_NOK_KG,2025-11-18,80.213385
SALMON_NOK_KG,2025-11-19,81.032734
SALMON_NOK_KG,2025-11-20,80.405354
SALMON_NOK_KG,2025-11-21,80.331026
SALMON_NOK_KG,2025-11-22,81.251526
SALMON_NOK_KG,2025-11-23,80.803262
SALMON_NOK_KG,2025-11-24,80.061355
SALMON_NOK_KG,2025-11-25,79.215822
SALMON_NOK_KG,2025-11-26,78.016692
SALMON_NOK_KG,2025-11-27,78.074037
SALMON_NOK_KG,2025-11-28,77.034972
SALMON_NOK_KG,2025-11-29,76.513697
SALMON_NOK_KG,2025-11-30,77.272409
SALMON_NOK_KG,2025-12-01,78.502548
SALMON_NOK_KG,2025-12-02,78.196828
SALMON_NOK_KG,2025-12-03,78.559900
SALMON_NOK_KG,2025-12-04,78.158510
SALMON_NOK_KG,2025-12-05,78.225504
SALMON_NOK_KG,2025-12-06,79.084394
SALMON_NOK_KG,2025-12-07,79.405589
SALMON_NOK_KG,2025-12-08,79.437256
SALMON_NOK_KG,2025-12-09,78.147028
SALMON_NOK_KG,2025-12-10,78.129886
SALMON_NOK_KG,2025-12-11,77.173090
SALMON_NOK_KG,2025-12-12,77.039390
SALMON_NOK_KG,2025-12-13,76.346841
SALMON_NOK_KG,2025-12-14,76.927437
SALMON_NOK_KG,2025-12-15,75.615601
SALMON_NOK_KG,2025-12-16,77.049186
SALMON_NOK_KG,2025-12-17,76.866704
SALMON_NOK_KG,2025-12-18,76.683240
SALMON_NOK_KG,2025-12-19,75.923773
SALMON_NOK_KG,2025-12-20,74.992072
SALMON_NOK_KG,2025-12-21,76.218378
SALMON_NOK_KG,2025-12-22,76.466391
SALMON_NOK_KG,2025-12-23,76.553906
SALMON_NOK_KG,2025-12-24,77.014312
SALMON_NOK_KG,2025-12-25,75.623736
SALMON_NOK_KG,2025-12-26,76.160965
SALMON_NOK_KG,2025-12-27,75.653106
SALMON_NOK_KG,2025-12-28,74.791085
SALMON_NOK_KG,2025-12-29,74.119869
SALMON_NOK_KG,2025-12-30,75.041888
SALMON_NOK_KG,2025-12-31,74.364171
SALMON_NOK_KG,2026-01-01,72.846263
SALMON_NOK_KG,2026-01-02,73.437262
SALMON_NOK_KG,2026-01-03,73.745195
SALMON_NOK_KG,2026-01-04,73.672162
SALMON_NOK_KG,2026-01-05,73.908458
SALMON_NOK_KG,2026-01-06,74.302982
SALMON_NOK_KG,2026-01-07,73.925836
SALMON_NOK_KG,2026-01-08,72.208532
SALMON_NOK_KG,2026-01-09,71.930035
SALMON_NOK_KG,2026-01-10,70.737426
SALMON_NOK_KG,2026-01-11,71.642208
SALMON_NOK_KG,2026-01-12,70.281929
SALMON_NOK_KG,2026-01-13,68.074380
SALMON_NOK_KG,2026-01-14,67.679843
SALMON_NOK_KG,2026-01-15,67.462403
SALMON_NOK_KG,2026-01-16,68.284020
SALMON_NOK_KG,2026-01-17,67.364787
SALMON_NOK_KG,2026-01-18,67.160857
SALMON_NOK_KG,2026-01-19,68.489554
SALMON_NOK_KG,2026-01-20,67.338214
SALMON_NOK_KG,2026-01-21,67.973926
SALMON_NOK_KG,2026-01-22,68.930983
SALMON_NOK_KG,2026-01-23,68.831613
SALMON_NOK_KG,2026-01-24,68.190868
SALMON_NOK_KG,2026-01-25,68.085503
SALMON_NOK_KG,2026-01-26,66.686941
SALMON_NOK_KG,2026-01-27,66.915900
SALMON_NOK_KG,2026-01-28,66.746689
SALMON_NOK_KG,2026-01-29,66.227727
SALMON_NOK_KG,2026-01-30,65.538141
SALMON_NOK_KG,2026-01-31,66.799198
SALMON_NOK_KG,2026-02-01,65.821330
SALMON_NOK_KG,2026-02-02,68.022892
SALMON_NOK_KG,2026-02-03,70.011456
SALMON_NOK_KG,2026-02-04,70.130336
SALMON_NOK_KG,2026-02-05,70.572798
SALMON_NOK_KG,2026-02-06,69.299815
SALMON_NOK_KG,2026-02-07,69.722855
SALMON_NOK_KG,2026-02-08,70.525450
SALMON_NOK_KG,2026-02-09,70.918462
SALMON_NOK_KG,2026-02-10,70.569095
SALMON_NOK_KG,2026-02-11,70.308708
SALMON_NOK_KG,2026-02-12,70.228753
SALMON_NOK_KG,2026-02-13,69.147802
SALMON_NOK_KG,2026-02-14,71.225758
SALMON_NOK_KG,2026-02-15,71.685917
SALMON_NOK_KG,2026-02-16,71.833707
SALMON_NOK_KG,2026-02-17,71.679512
SALMON_NOK_KG,2026-02-18,71.311727
SALMON_NOK_KG,2026-02-19,71.504624
SALMON_NOK_KG,2026-02-20,71.993315
SALMON_NOK_KG,2026-02-21,71.415497
SALMON_NOK_KG,2026-02-22,70.648327
SALMON_NOK_KG,2026-02-23,71.662689
SALMON_NOK_KG,2026-02-24,73.362857
SALMON_NOK_KG,2026-02-25,72.192840
SALMON_NOK_KG,2026-02-26,72.109178
SALMON_NOK_KG,2026-02-27,73.537983
SALMON_NOK_KG,2026-02-28,73.893329
SALMON_NOK_KG,2026-03-01,74.288406
SALMON_NOK_KG,2026-03-02,75.876428
SALMON_NOK_KG,2026-03-03,75.205565
SALMON_NOK_KG,2026-03-04,75.270212
SALMON_NOK_KG,2026-03-05,74.362845
